-7.4679614E-5,0.0033397311,-4.7501517E-4,0.9999857,1538362347368,
7.469705E-5,-0.0033395975,4.7502347E-4,-0.9999857,1538362347368,
-7.474489E-5,0.0033395754,-4.7502856E-4,0.9999857,1538362347408,
7.485813E-5,-0.003339637,4.7503636E-4,-0.9999857,1538362347408,
-7.49506E-5,0.0033397167,-4.7506302E-4,0.9999857,1538362347441,
7.499083E-5,-0.003339871,4.7507198E-4,-0.9999857,1538362347448,
-7.4950614E-5,0.0033399125,-4.750776E-4,0.9999857,1538362347477,
7.494584E-5,-0.0033399092,4.7507518E-4,-0.9999857,1538362347513,
-7.4919364E-5,0.0033398618,-4.750806E-4,0.9999857,1538362347513,
7.494355E-5,-0.003339813,4.7509876E-4,-0.9999857,1538362347546,
-7.499139E-5,0.003339791,-4.7510385E-4,0.9999857,1538362347551,
7.507598E-5,-0.0033398466,4.7507623E-4,-0.9999857,1538362347581,
-7.51402E-5,0.0033400075,-4.7508552E-4,0.9999857,1538362347591,
7.5151685E-5,-0.0033400622,4.75104E-4,-0.9999857,1538362347613,
-7.5150885E-5,0.0033400767,-4.751002E-4,0.9999857,1538362347664,
7.513409E-5,-0.0033400704,4.750878E-4,-0.9999857,1538362347664,
-7.5132964E-5,0.0033400448,-4.7507332E-4,0.9999857,1538362347682,
7.514536E-5,-0.0033399775,4.750652E-4,-0.9999857,1538362347712,
-7.5189906E-5,0.0033399684,-4.7505845E-4,0.9999857,1538362347716,
7.533642E-5,-0.0033401232,4.7501866E-4,-0.9999857,1538362347799,
-7.53931E-5,0.0033402455,-4.7500714E-4,0.9999857,1538362347801,
7.540647E-5,-0.0033403249,4.7499832E-4,-0.9999857,1538362347802,
-7.541257E-5,0.0033403402,-4.7500123E-4,0.9999857,1538362347808,
7.5401644E-5,-0.003340313,4.7498592E-4,-0.9999857,1538362347856,
-7.539192E-5,0.0033402888,-4.7498965E-4,0.9999857,1538362347858,
7.540163E-5,-0.0033402583,4.7501604E-4,-0.9999857,1538362347859,
7.540163E-5,-0.0033402583,4.7501604E-4,-0.9999857,1538362347875,
